Order,Run.Num,Run.Date,Run.Plant,Flower number,Avg mass,Total.mass,Site.Type,Site,Species,Plant,er.1 hexanol,er.2-amino phenyl ethenone,er.2-phenyl ethanol,"er.2,6-dimethyl-1,3,5,7 octatetraene (trans)",er.6-methyl-5-hepten-2-one,er.alloaromadendrene,er.alpha bergamotene,er.alpha humulene,er.alpha pinene,er.alpha terpineol,er.alpha terpinene,er.alpha terpinolene,er.benzyl acetate,er.benzyl alcohol,er.beta cadinene,er.beta farnesene,er.beta longipinene,er.beta myrcene,er.beta phellandrene,er.beta pinene,er.borneol,er.caryophyllene oxide,er.cinnamic alcohol,er.cis 3 hexen 1 ol,er.cis 3 hexenyl acetate,er.cis beta ocimene,er.cis jasmone,er.DMNT,er.gamma cadinene,er.gamma terpinene,er.geraniol,er.germacrene D,er.intermedeol,er.limonene,er.linalool,er.methyl nicotinate,er.methyl salicylate,er.myroxide,er.unknown C15H24.3,er.para cymene,er.patchoulane,er.sabinene,er.sabinene hydrate,er.terpinen-4-ol,er.trans 2 hexen 1 ol,er.trans beta caryophyllene,er.trans beta ocimene,er.trans cinnamic aldehyde,er.trans DMNT,er.trans trans alpha farnesene,er.unknown C15H24,er.unknown C15H24.2,er.veratrole,er.verbenone
133,243,15-Jan,15,6,0.101405,0.60843,Four,MCK,Cyl,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014985329,0,0,0,0,0.000105116,0,0.003601789,0,0,0.139554099,0,0,0,0,0,0.001207492,0.00253561,0.024581805,0,0,0,0,0,0.000473999,0,0,0,0,0,0,0.041023431,0,0,0,0,0,0,0.000653844,0
134,266,22-Jan,4,7,0.101405,0.709835,Four,MCK,Cyl,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004164798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000348936,0,0,0.000608046,0,0,0,0,0,0.000442916,0,0,0,0,0,0
135,282,24-Jan,4,7,0.101405,0.709835,Four,MCK,Cyl,34,0,0,0,0,0,0,0.000329049,0,0,0,0,0,0.000260691,0,0.013971283,0,0,0,0,0,0,0,0,0,0.464222246,0.008898276,0,0,0,0,0,0.004183424,0,0,0,0,0,0,0.00308733,0,0,0,0,0,0.010835208,0,0.09616096,0,0,0,0,0.000338679,0.00122302,0
136,2,13-Nov,2,7,0.100425,0.702975,One,CB323,Ung,1,0,0.001905663,0,0,0,0,0,0.001759537,0,0,0,0,0,0,0,0.000258268,0,0,0,0,0,0,0,0,0.026151383,0.019312163,0,0,0,0,0,0.003173898,0,0,0,0.002961269,0,0,0,0,0,0,0,0,0,0.00383772,0.337180633,0,0,0.000251177,0,0,0,0
137,98,20-Nov,10,6,0.100425,0.60255,One,CB323,Ung,10,0,0,0,0,0,0,0,0.001794898,0,0,0,0,0,0,0.000594664,0,0.000975386,0,0,0.000147136,0,0,0,0.001983412,0.152616601,0.011669015,0,0,0,0,0,0.004275982,0,0,0,0,0,0.017451202,0.002004984,0,0,0,0,0,0.014455541,0.005780007,0.275520161,0,0,0,0,0,0,0
138,108,20-Nov,20,6,0.100425,0.60255,One,CB323,Ung,8,0,0,0,0,0,0,0,0,0,0,0,0,0.003971507,0.013988707,0,0,0,0,0,0.000311247,0,0,0,0.009496068,0.342229876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,114,30-Nov,4,10,0.100425,1.00425,One,CB323,Ung,13,0.006238724,0,0,0,0,0.00067673,0,0.001861049,0,0,0.010059625,0,0.000622149,0.001220644,0.000387231,0,0.00195885,0,0.043249417,0.000529378,0,0,0,0.016092973,0.092559873,0.001008736,0,0,0.004572521,0.001442971,0,0.001186476,0,0,0.002186726,0,0,0,0,0,0,0,0,0,0.01296338,0.021370999,0,0,0,0.000801052,0,0,0,0
140,118,30-Nov,8,9,0.100425,0.903825,One,CB323,Ung,11,0.002527004,0,0,0,0,0,0,0,0.046179973,0,0,0,0,0.000533515,0.000543549,0,0,0,0,0.004016279,0,0,0,0,0.0315782,0,0,0,0,0.005322884,0,0,0,0,0,0,0,0,0,0,0,0.00125421,0.002055368,0,0,0.005330012,0,0,0,0,0,0,0,0.001842722
141,122,30-Nov,12,7,0.100425,0.702975,One,CB323,Ung,7,0.0089678,0,0,0,0.017727132,0,0.000813273,0.002107006,0.010207258,0,0.016356641,0,0.000393499,0.004271215,0,0.003554896,0.003091546,0,0.067052007,0.001426427,0,0,0,0.058133419,1.081121918,0.013736501,0,0,0.007296174,0.004992318,0,0.009214966,0,0.027876101,0.00184645,0,0,0,0,0,0,0.001291539,0.002961262,0,0.019244479,0.025516897,0.291463465,0,0,0.000878106,0,0.001004308,0,0
142,128,30-Nov,18,7,0.100425,0.702975,One,CB323,Ung,12,0.009591701,0,0.025274313,0,0,0,0,0.001003179,0.021156136,0,0.01628093,0.000214896,0.00E+00,0.005337922,0.000168611,0,0,0,0.064870157,0.001942267,0,0,0,0,0.005937179,0,0,0,0,0.009900533,0,0.000599063,0,0.028754977,0,0,0,0,0,0,0,0.001304125,0.001932282,0.02857806,0,0,0,0,0,0,0,0,0,0
143,198,13-Jan,5,6,0.100425,0.60255,One,CB323,Ung,27,0.005945336,0.000815973,0,0,0.009160671,0,0,0,0,0,0,0,0.000945311,0,0,0,0,0,0.000524315,0,0,0,0,0.015495542,0.165343187,0.013208821,0.001841597,0,0,0,0,0.000709862,0,0,0,0.006105122,0,0,0,0,0,0,0,0,0.013136668,0,0.219036285,0,0,0,0,0,0,0
144,204,13-Jan,11,7,0.100425,0.702975,One,CB323,Ung,32,0,0.000509332,0,0,0.008266267,0,0,0,0.001250573,0,0,0,0.000559547,0,0,0,0,0.00E+00,0.000545069,0,0,0,0,0.0008875,0.016667476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,209,13-Jan,16,6,0.100425,0.60255,One,CB323,Ung,37,0.002985235,0.000289829,0,0,0.002768464,0,0,0,0.031241815,0,0,0,0.000479511,0,0,0,0,0,0.002254747,0.00244247,0,0,0,0.005453663,0.037797733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001190385,0,0,0.008311727,0,0,0,0,0,0,0,0,0
146,216,14-Jan,6,6,0.100425,0.60255,One,CB323,Ung,36,0.002458473,0.001255205,0,0.006727288,0,0,0,0,0,0,0,0,0.001165813,0,0,0,0,0,0,0,0.007023675,0,0,0.002736869,0.041231201,0.048606297,0,0,0,0,0,0,0,0,0,0.005155516,0,0.002234947,0,0,0,0,0,0,0.007821156,0,0.93858604,0,0,0.000494336,0,0,0,0
147,221,14-Jan,11,6,0.100425,0.60255,One,CB323,Ung,34,0.003471454,0.00037661,0,0.00740491,0.004855869,0,0,0,0,0,0,0,0.000618197,0,0,0,0,0,0,0,0.005504989,0,0,0.004694063,0.143187357,0.059223464,0,0,0,0,0,0,0,0,0,0,0,0.00447237,0,0.00059307,0,0.000195357,0,0,0,0,1.410203073,0,0.002612457,0.000440898,0,0,0,0
148,225,14-Jan,15,7,0.100425,0.702975,One,CB323,Ung,33,0.004103627,0.001505837,0,0.000185451,0.008898334,0,0,0,0,0,0,0,0.00101103,0,0,0,0,0,0,0,0.000575974,0,0,0,0.011247808,0.010397209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143081947,0,0,0,0,0,0,0
149,305,2-Feb,3,6,0.100425,0.60255,One,CB323,Ung,41,0.005793401,0.003560729,0,0.001165184,0.008336327,0,0,0,0,0,0,0,0.000919824,0,0,0,0,0,0.00059361,0,0.004009324,0,0,0.001950176,0.050775862,0.02322542,0,0,0,0,0,0,0,0,0,0.012005203,0,0.001203497,0,0,0,0,0,0,0,0,0.37778309,0,0,0,0,0,0,0
150,306,2-Feb,4,6,0.100425,0.60255,One,CB323,Ung,38,0.006998722,0.002327369,0,0,0.012182302,0,0.001891945,0.010733357,0.009433323,0,0,0,0.00037272,0,0,0,0,0,0.001754146,0,0.000852384,0.002117054,0,0.025907833,0.343424168,0.005054193,0.013376431,0.145608216,0.001175164,0.003580892,0,0.049009939,0,0,0.046617907,0.008845756,0,0,0,0,0,0.000874389,0.001135378,0,0,0.180890406,0.119186851,0,0,0.007105012,0,0,0,0
151,24,14-Nov,11,6,0.12248,0.73488,One,GRCO,Ung,3,0.005637654,0,0,0,0,0,0,0,0.000389278,0,0,0,0,0.005278659,0,0,0,0,0.000376366,0,0,0,0,0,0.05711407,0,0,0,0,0,0,0,0,0,0.001107666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699159,0,0,0
152,41,15-Nov,11,6,0.12248,0.73488,One,GRCO,Ung,2,0.006560028,0,0.012582387,0,0,0,0,0,0.015677016,0,0,0,0,0.003010441,0.000568112,0,0,0.006477674,0.003142605,0.001695887,0.001152432,0,0,0,0.217158712,0,0,0,0,0.005846931,0,0,0,0,0,0,0,0,0,0,0,0.001105271,0,0,0,0.005680765,0,0,0,0,0,0,0,0
153,48,15-Nov,21,6,0.12248,0.73488,One,GRCO,Ung,6,0.002516406,0,0,0,0,0,0,0,0.006531192,0,0,0,0,0.003993226,0,0,0,0.00085083,0,0.000301326,0,0,0,0,0.010191339,0,0,0,0,0,0,0,0.000733827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,67,17-Nov,20,7,0.12248,0.85736,One,GRCO,Ung,1,0,0,0,0,0,0,0,0,0.00754995,0,0,0,0,0.001442137,0,0,0,0.002576762,0.000282849,0.000731861,0,0,0,0,0.086071848,0,0,0,0,0.000754711,0,0,0,0.002678237,0,0,0,0,0,0,0,0.000192315,0,0,0.070039378,0,0,0,0,0,0,0,0,0
155,94,20-Nov,6,7,0.12248,0.85736,One,GRCO,Ung,9,0,0,0,0,0,0,0,0,0.011461616,0.001158671,0,0,0,0,0,0,0,0.027948926,0,0.001351316,0,0,0,0,0.030211341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010341598,0,0,0,0,0,0,0,0,0
156,99,20-Nov,11,6,0.12248,0.73488,One,GRCO,Ung,8,0,0,0.001047898,0.001229014,0,0,0,0,0.003448461,0,0,0,0,0.01499042,0,0,0,0,0,0.000361727,0,0,0,0,0.366760461,0.011917416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009098676,0,0.279443697,0,0,0.000139562,0,0,0,0
157,106,20-Nov,18,6,0.12248,0.73488,One,GRCO,Ung,11,0,0,0,0,0,0,0,0,0.006766874,0.002465434,0,0,0,0.003762894,0,0,0,0.006396108,0,0.000548397,0,0,0,0,0.018265602,0,0,0,0,0,0,0,0,0,0.002389908,0,0,0,0,0,0,0,0,0,0.018118,0,0,0,0,0,0,0,0,0
158,143,1-Dec,13,6,0.12248,0.73488,One,GRCO,Ung,10,0,0,0,0,0,0,0,0,0.010624691,0,0,0,0,0.003133089,0,0,0,0.002714774,0.001473137,0.000913716,0,0,0,0,0.075074236,0,0,0,0,0.000116195,0,0,0,0.015069949,0,0,0,0,0,0,0,0.00037639,0,0,0,0,0.03149619,0,0,0,0,0,0,0
